motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
b38c_7,b38c,Tail base of the loon,Person kicks loon or other water bird. Since then this bird has flat tail base and it walks on dry land with difficulty,19,False,,False,False,False,NONE,,rule
b38d_7,b38d,Raven and owl paint each other,Raven and owl paint each other,6,False,,False,False,False,NONE,,rule
b38e_7,b38e,Swan marries crow,A bird with white or bright feathers marries a bird with black feathers but flies away after getting know that his or her marriage partner eats carrion or excrements,5,False,,False,False,False,NONE,,rule
b39_7,b39,Narrow waist of an insect,"Insect-person knows the source of food (cultivated plants) and water but does not share his knowledge. To make him speak, ancestors tie a rope around his waist and pull it till the waist becomes narrow (origin of narrow place between breast and belly of insects)",10,False,,False,False,False,MENTION,terrestrial,rule
b40_7,b40,Rabbit as deer’s proxy,"Hare or rabbit is a false deer or it was deer in the past or a close kin of the deer or had horns or antlers or missed opportunity to get them, its ears are the false horns",35,False,,False,False,False,NONE,,rule
b40a_7,b40a,Missed opportunity to have horns,Animal who has no horns now had them before or missed opportunity to get them,56,False,,False,False,False,NONE,,rule
b40b_7,b40b,Horse exchanges features with cow,"The horse exchanges some parts of his body with the cow, usually gives her horns and/or obtains teeth",12,False,,False,False,False,NONE,,rule
b41_7,b41,The talking dog,"Dogs could speak. To prevent them to spread information, the dog is deprived of this ability or the dog rejects it itself",39,False,,False,False,False,MENTION,terrestrial,rule
b41a_7,b41a,Animal reveals master’s secrets,The dog or other domestic animal speaks aloud about those details of its masters' life that they would prefer to conceal. He is punished by depriving his ability to speak,19,False,,False,False,False,MENTION,terrestrial,rule
b42_2,b42,Cosmic hunt,"Certain stars or constellations are interpreted as hunters, their dogs and game which the hunters pursue",121,False,celestial,True,False,False,PERCEPTION,celestial,rule
b42a_2,b42a,Blood or fat drops to earth,"Hunters pursue a bear across the sky, kill it in August – October. Its blood or fat drops to earth as a dew or painting leaves of the trees in red",6,True,,False,False,False,MENTION,celestial,rule
b42b_2,b42b,Sky hunters pursue an ungulate,"In the cosmic hunt tale the game pursued by the hunters is an ungulate (elk, deer, mountain sheep, etc.)",62,True,,False,False,False,MENTION,celestial,rule
b42c_2,b42c,Sky hunters pursue a bear,In the cosmic hunt tale the game pursued by the hunters is a bear,19,False,,False,False,False,MENTION,celestial,rule
b42d_2,b42d,Sky hunters pursue a tapir,In the cosmic hunt tale the game pursued by the hunters is a tapir,5,False,,False,False,False,MENTION,celestial,rule
b42e_2,b42e,Sky hunters pursue a rhea,In the cosmic hunt tale the game pursued by the hunters is a rhea bird (Rhea americana),6,False,,False,False,False,MENTION,celestial,rule
b42f_2,b42f,Ursus major is an ungulate,"Ursus major (seven stars or only four stars of a dipper) is identified with an ungulate (elk, deer, mountain sheep, etc.)",47,True,,False,False,False,MENTION,celestial,rule
b42h_2,b42h,The object of cosmic hunt is the Belt of Orion,The object of hunt in the cosmic hunt tale is identified with the Belt of Orion,35,False,,False,False,True,MENTION,celestial,rule
b42h1_2,b42h1,,,19,False,,False,False,False,NONE,,rule
b42i_2,b42i,The object of cosmic hunt is the Lady in the Chair,The object of hunt in the cosmic hunt tale is identified with the Lady in the Chair,4,False,,False,False,False,NONE,,rule
b42k_2,b42k,Cosmic hunt and the Pleiades,In the cosmic hunt tale either hunters or game is identified with the Pleiades,21,False,,False,False,False,MENTION,celestial,rule
b42l_2,b42l,"Animal is the dipper, hunters are the handle","Stars of the handle of the Big Dipper are identified with the hunters, the dipper itself with the game (bear or elk)",20,False,,False,False,False,MENTION,celestial,rule
b42m_2,b42m,Second hunter’s cooking pot,Hunter identified with Mizar (the second star of the handle of the Big Dipper) carries a cooking pot identified with Alcor (weak star near Mizar),10,True,,False,False,True,MENTION,celestial,rule
B42m1_2,B42m1,,,7,False,,False,False,False,NONE,,rule
b42mm_2,b42mm,The boaster and the hurried one,"In the cosmic hunt tales according to which stars of the handle of the Big Dipper are three hunters, each of the hunters demonstrates particular psychological characteristics (one is a boaster, another is a hurried one, etc.). Usually these hunters are identified with peoples of different ethnic groups or with different species of birds",7,False,,False,False,False,MENTION,celestial,rule
b42mn_2,b42mn,,,17,False,,False,False,False,NONE,,rule
b42n_2,b42n,Orion is one person,"Constellation of Orion or the Belt of Orion is identified with only one male person, usually with a warrior or hunter",60,True,,False,False,True,MENTION,celestial,rule
b42o_2,b42o,Broken back constellation,Certain constellation is a male person whose back is broken or wounded,6,True,,False,False,True,MENTION,celestial,rule
B42o1_2,B42o1,,,4,False,,False,False,False,NONE,,rule
b42p_2,b42p,Ursa major is a bear,Ursa major is identified with a bear,34,False,,False,False,True,MENTION,celestial,rule
b42q_2,b42q,Ursa major is a carriage,"Ursa major is identified with a carriage, a cart",43,False,,False,False,True,MENTION,celestial,rule
b42r_2,b42r,The Belt of Orion: one runs after another,Three stars of the Belt of Orion are three persons or animals who pursue each other,11,False,,False,False,True,MENTION,celestial,rule
b42s_2,b42s,Hit with a projectile,"Ursa major or Polaris are identified with a middle size animal (ermine, fisher, woodchuck) or person (identified with an animal?) hit with a dart or arrow",11,False,,False,False,True,MENTION,celestial,rule
b42t_2,b42t,Ursa major is a big mammal,"Seven main stars of Ursa major are interpreted as a figure of a mammal: bear, deer, mountain sheep, camel, dog",53,True,celestial,True,True,True,PERCEPTION,celestial,rule
b43_3,b43,Purusha,Parts of the body of the primeval person or creature are transformed into different elements of the landscape and parts of the universe,33,False,,False,False,False,NONE,,rule
b44a_7,b44a,Council on seasons: units of time,The number of discrete units of time in a certain calendar period of time is discussed,50,False,,False,False,False,NONE,,rule
b44b_7,b44b,"Council on seasons: toes, claws, hairs, feathers","Toes, claws, feathers, hairs, color stripes, etc. are counted and compared to establish the number of period of time or particular way of alternation of periods",23,False,,False,False,False,NONE,,rule
b44c_7,b44c,Should warmth and light exist?,"It is discussed if darkness or light, cold or warm periods should exist",66,False,,False,False,False,NONE,,rule
b44d_7,b44d,Black-an-white animal is night and day,There are both night and day because spotted (or otherwise black and white) animal has been killed,3,False,,False,False,False,NONE,,rule
b44e_7,b44e,Dispute of animals,"Participants of the discussion concerning number of the units of time, etc. are animals (rare: animals and elements, in particular Wind)",60,False,,False,False,False,NONE,,rule
b44f_7,b44f,Fox stands for day,"In a dispute about should it be dark or light, Fox stands for light",5,False,,False,False,False,NONE,,rule
b45_7,b45,Marriage of winter and summer,"A coming of warm (light, abundant, etc.) or cold (dark, barren, etc.) time is related to the marriage of certain person",26,False,,False,False,False,NONE,,rule
b45b_7,b45b,The bull of cold,"Bull or cow are related to winter and cold, responsible for existence of the cold season",8,False,,False,False,False,NONE,,rule
b46_2,b46,Ursa major as seven men,"Every star of the Ursa mayor is a separate person. Usually the constellation represents seven men, rare it is seven women or seven persons and animals",70,True,,False,False,True,MENTION,celestial,rule
b46a_2,b46a,Stolen star of the Pleiades,The seventh star of the Pleiades was abducted by stars of Big Dipper and now is seen among them,16,True,,False,False,True,MENTION,celestial,rule
b46a1_7,b46a1,,,14,False,,False,False,False,NONE,,rule
b46c_2,b46c,,,90,False,,False,False,False,NONE,,rule
b46d_2,b46d,,,9,False,,False,False,False,NONE,,rule
b47_2,b47,The Pleiades bring cold,In former times or regularly the Pleiades or other group of stars produced or produce till now severe cold. (The heliacal set of the Pleiades is in May-June while in the Northern Hemisphere they are seen best of all in the winter time),13,False,,False,False,False,MENTION,celestial,rule
b47a_7,b47a,Split hood of cow,Cow steps on the stars of the Pleiades which were dangerous being and lived on earth. Some of these stars slipped through its split hoof,5,False,,False,False,False,MENTION,celestial,rule
b48_7,b48,Predators become herbivorous ,Weak or herbivorous animals were dangerous predators but have been transformed,51,False,,False,False,False,NONE,,rule
b48a_7,b48a,Other creatures’ flesh,"Particular pieces of flesh or inner organs in the bodies of animals, birds, or fish originally belonged to other creatures",16,False,,False,False,False,NONE,,rule
b48b_7,b48b,Human flesh in the animals,Some game animals have a piece of human flesh in their body that remained since the time when these animals were anthropomorphic,8,False,,False,False,False,NONE,,rule
b49_7,b49,Muddled request,Animals of particular species do not hear well the instructions concerning their way of life or the ask God for some benefit but muddle their request. Thanks to this they acquire their present habits. (In the Toraja tale the motif is used to explain the mortal nature of human beings),15,False,,False,False,False,NONE,,rule
b49a_7,b49a,How many cubs in a year,Mighty animals lost opportunity to have many children and now give birth only once in several years,4,False,,False,False,False,NONE,,rule
b50_7,b50,Bloodsuckser’s lie,An insect feeds on human blood (flesh). Dangerous person asks it where it got to suck blood or whose blood (flesh) is the most delicious. The insect lies or cannot answer (its tongue is cut off). Thanks to this dangerous person attacks certain plants or animals and not people,60,False,,False,False,False,NONE,,rule
b51_7,b51,Mosquito and thunder,Bloodsucking insect does not tell thunder that it has sucked human blood,14,False,,False,False,False,NONE,,rule
