motif_id,class,confidence,substrate,reason
b38e,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts birds with human-like behavior – marriage, disgust, and abandonment – projecting personhood onto animal life."
b39,METAMORPHOSIS,high,animal,"The story explains the physical characteristic of an insect (narrow waist) as the result of an action performed by ancestors upon that insect-person, constituting a transformation narrative."
b3a,PURE_NARRATIVE,high,water,This describes a cosmogonic order of elements without attributing personhood or visual/auditory qualities to the water itself.
b3b,METAMORPHOSIS,high,landform,"The description explicitly states an original, small substance *growing* into the larger earth, representing a transformation of scale and thus a metamorphosis of the land itself."
b3c,METAMORPHOSIS,high,landform,"The growing landmass is directly caused by the dragging of the Creator's body, representing a transformation of the Creator into the land itself."
b3d,METAMORPHOSIS,high,landform,"The myth describes the earth *originating from* the worm's bodily process, effectively transforming the worm's excrement into land."
b3e,METAMORPHOSIS,high,landform,"The motif describes the origin of earth as resulting from a descent or being placed *onto* the waters, implying a transformation from a sky-borne entity or substance into the land itself."
b4,METAMORPHOSIS,high,landform,"The landmass *becomes* the island/continent, explaining its current form as a result of being pulled from the water, which is a transformation narrative."
b40,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif centers on an animal (hare/rabbit) possessing characteristics or a lineage closely tied to another animal (deer), effectively granting it personified traits and a role beyond simple animal b"
b40a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The description centers on an animal possessing (or failing to possess) a characteristic that defines its personhood/status, implying agency and a narrative around its physical form."
b40b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts animals engaging in actions (exchanging body parts) that demonstrate agency and intent, effectively projecting personhood onto them."
b41,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth is dogs possessing and then losing human-like speech, demonstrating personhood projected onto animals."
b41a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif is an animal exhibiting human-like speech and knowledge of human affairs, effectively acting as a person who reveals secrets."
b42,CELESTIAL_PAREIDOLIA,high,sky,"The description explicitly states figures are visually perceived in stars/constellations, fitting the definition of seeing shapes in sky phenomena."
b42a,CELESTIAL_PAREIDOLIA,high,sky,"The story describes perceiving a bear (a figure) in a sky phenomenon and its 'blood' or 'fat' visually manifesting on earth, fitting the definition of visually perceiving a figure in a sky phenomenon."
b42b,CELESTIAL_PAREIDOLIA,high,sky,"The hunters are in the sky, and the ungulate is perceived *within* the celestial sphere as the object of pursuit, forming a visual pattern."
b42c,CELESTIAL_PAREIDOLIA,high,sky,"The story describes hunters in the sky pursuing a bear, directly perceiving a figure (the bear) within a celestial phenomenon (the sky)."
b42d,CELESTIAL_PAREIDOLIA,high,sky,"The hunters are in the sky, implying figures perceived in celestial phenomena are pursuing an animal, fitting the visual perception of shapes in the sky."
b42e,CELESTIAL_PAREIDOLIA,high,sky,"The story describes hunters in the sky pursuing a creature, implying a figure perceived in a sky phenomenon (constellation or cloud formation) resembling the rhea."
b42f,CELESTIAL_PAREIDOLIA,high,sky,The description explicitly states a visual perception of an animal figure within a sky phenomenon (stars).
b42h,CELESTIAL_PAREIDOLIA,high,sky,The myth explicitly describes figures (animals and a hunter) visually perceived within star patterns in the sky.
b42h1,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly identifies a star pattern as an arrow that struck an animal, representing a visual perception of a figure within a celestial phenomenon."
b42i,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif explicitly links a person (Cassiopea) with the characteristics and association of a deer/elk, granting it personified qualities."
b42k,CELESTIAL_PAREIDOLIA,high,sky,"The core of the myth involves perceiving a pattern (the Pleiades) as hunters or hunted, which is a direct visual pareidolia in a sky phenomenon."
b42l,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly identifies a constellation (the Big Dipper) with animals and objects, representing a visual perception of figures in the sky."
b42m,CELESTIAL_PAREIDOLIA,high,sky,"The story explicitly identifies stars as a hunter and his cooking pot, representing a visual perception of figures in the sky."
b42m1,METAMORPHOSIS,high,sky,"The core of the myth is hunters *becoming* stars, explaining their presence in the sky as a transformation."
b42m2,CELESTIAL_PAREIDOLIA,high,sky,The story explicitly identifies figures (hunters) visually perceived within a celestial phenomenon (the stars of the Big Dipper).
b42mn,CELESTIAL_PAREIDOLIA,high,sky,"The elk is explicitly associated with a circumpolar constellation, representing a figure perceived within a sky phenomenon."
b42n,CELESTIAL_PAREIDOLIA,high,sky,The description explicitly states a figure (a person) is visually perceived in a sky phenomenon (a constellation).
b42o,CELESTIAL_PAREIDOLIA,high,sky,"The description explicitly states a human figure visually perceived within a constellation, fitting the definition of seeing a form in a sky phenomenon."
b42o1,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly identifies a constellation (Ursa Major, a sky phenomenon) *as* a fisher, representing a visual perception of the animal's form within the stars."
b42p,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly states a visual perception of a bear *in* the constellation Ursa Major, a sky phenomenon."
b42q,CELESTIAL_PAREIDOLIA,high,sky,"The myth explicitly identifies a pattern in the stars (Ursa Major) as a man-made object (a carriage), representing a visual perception of a figure in a celestial phenomenon."
b42r,CELESTIAL_PAREIDOLIA,high,sky,The myth explicitly perceives figures (persons/animals) within a sky phenomenon (stars of Orion's Belt).
b42s,CELESTIAL_PAREIDOLIA,high,sky,"The core of the motif is visually perceiving a figure (animal or person) *in* celestial phenomena (Ursa Major/Polaris), and then a narrative action is applied to that perceived figure."
b42t,CELESTIAL_PAREIDOLIA,high,sky,"The description explicitly states a visual figure (mammal) is perceived in stars, fitting the definition of seeing shapes in celestial phenomena."
b43,METAMORPHOSIS,high,multiple,"The core of the myth describes a being *becoming* the elements of the universe, which is the defining characteristic of metamorphosis, prioritizing it over potential pareidolic readings."
b44a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves animals acting as persons engaged in discussion and decision-making, projecting personhood onto them."
b44b,PURE_NARRATIVE,high,none,"The description details a counting/calendrical system based on natural features, lacking any element of perceived figures or personification within those features."
b44c,NATURE_SPIRIT_PERSONIFICATION,medium,multiple,"The myth explores fundamental forces (warmth, light, darkness, cold) as if they possess inherent qualities deserving of existence, implying personification without a specific pareidolic trigger."
b44d,METAMORPHOSIS,high,animal,"The story explicitly states the animal's death *causes* the existence of night and day, implying a transformation into these phenomena."
b44e,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves animals speaking and engaging in a dispute, demonstrating personified animal behavior."
b44f,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features a fox acting as an advocate with intent, clearly projecting personhood onto the animal."
b45,NATURE_SPIRIT_PERSONIFICATION,high,multiple,"The description details personified seasons (winter and summer) interacting, without a specific pareidolic trigger or transformation being central to the narrative."
b45b,NATURE_SPIRIT_PERSONIFICATION,high,none,"The motif personifies cold as a bull, attributing agency without describing a visual or auditory trigger or transformation."
b46,CELESTIAL_PAREIDOLIA,high,sky,The myth explicitly describes perceiving human figures within a sky phenomenon (stars of the Big Dipper).
b46a,CELESTIAL_PAREIDOLIA,high,sky,"The story explicitly describes stars (celestial phenomena) being perceived as actors and changing positions within a constellation, fitting the visual perception of figures in the sky."
